Company Name,Location,Detail,Status Rocket, Rocket,Status Mission,Country of Launch,Companys Country of Origin,Private or State Run,DateTime,Year,Month,Day,Date,Time
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1164,StatusRetired,,Partial Failure,Russia,Russia,S,1980-02-12 00:52:00+00:00,1980,02,12,12/02/1980,00:52
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1156 to 1163,StatusRetired,,Success,Russia,Russia,S,1980-02-11 23:32:00+00:00,1980,02,11,11/02/1980,23:32
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-E/F SGS-1 | GPS-5,StatusRetired,,Success,USA,USA,P,1980-02-09 23:08:00+00:00,1980,02,09,09/02/1980,23:08
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Titan IIID | KH-11,StatusRetired,,Success,USA,USA,P,1980-02-07 21:10:00+00:00,1980,02,07,07/02/1980,21:10
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1154,StatusRetired,,Success,Russia,Russia,S,1980-01-30 12:51:00+00:00,1980,01,30,30/01/1980,12:51
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1153,StatusRetired,,Success,Russia,Russia,S,1980-01-25 20:36:00+00:00,1980,01,25,25/01/1980,20:36
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1151,StatusRetired,,Success,Russia,Russia,S,1980-01-23 07:00:00+00:00,1980,01,23,23/01/1980,07:00
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-SLV3D Centaur-D1AR | FLTSATCOM-3,StatusRetired,,Success,USA,USA,P,1980-01-18 01:26:00+00:00,1980,01,18,18/01/1980,01:26
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1150,StatusRetired,,Success,Russia,Russia,S,1980-01-14 19:49:00+00:00,1980,01,14,14/01/1980,19:49
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­83,StatusRetired,,Success,Russia,Russia,S,1980-01-11 12:28:00+00:00,1980,01,11,11/01/1980,12:28
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Ariane 1 | CAT-1,StatusRetired,,Success,France,Multi,S,1979-12-24 17:14:00+00:00,1979,12,24,24/12/1979,17:14
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1146,StatusRetired,,Success,Russia,Russia,S,1979-12-05 09:00:00+00:00,1979,12,05,05/12/1979,09:00
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1145,StatusRetired,,Success,Russia,Russia,S,1979-11-27 09:55:00+00:00,1979,11,27,27/11/1979,09:55
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan III(23)C | DSCS-II 13&14,StatusRetired,,Success,USA,USA,P,1979-11-21 02:09:00+00:00,1979,11,21,21/11/1979,02:09
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Intercosmos 20,StatusRetired,,Success,Russia,Russia,S,1979-11-01 00:00:00+00:00,1979,11,01,01/11/1979,00:00
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Meteor-2 n†­6,StatusRetired,,Success,Russia,Russia,S,1979-10-31 09:25:00+00:00,1979,10,31,31/10/1979,09:25
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1143,StatusRetired,,Success,Russia,Russia,S,1979-10-26 18:12:00+00:00,1979,10,26,26/10/1979,18:12
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­82,StatusRetired,,Success,Russia,Russia,S,1979-10-20 07:03:00+00:00,1979,10,20,20/10/1979,07:03
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1141,StatusRetired,,Success,Russia,Russia,S,1979-10-16 12:17:00+00:00,1979,10,16,16/10/1979,12:17
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1140,StatusRetired,,Success,Russia,Russia,S,1979-10-11 16:36:00+00:00,1979,10,11,11/10/1979,16:36
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan III(23)C | OPS-1948 (Vortex),StatusRetired,,Success,USA,USA,P,1979-10-01 11:22:00+00:00,1979,10,01,01/10/1979,11:22
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1130 to 1137,StatusRetired,,Success,Russia,Russia,S,1979-09-25 21:00:00+00:00,1979,09,25,25/09/1979,21:00
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-SLV3D Centaur-D1AR | HEAO-3,StatusRetired,,Success,USA,USA,P,1979-09-20 05:28:00+00:00,1979,09,20,20/09/1979,05:28
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1125,StatusRetired,,Success,Russia,Russia,S,1979-08-28 00:55:00+00:00,1979,08,28,28/08/1979,00:55
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1124,StatusRetired,,Success,Russia,Russia,S,1979-08-28 00:17:00+00:00,1979,08,28,28/08/1979,00:17
ISRO,"SLV LP, Satish Dhawan Space Centre, India",SLV-3 | Rohini Technology Payload,StatusRetired,,Failure,India,India,S,1979-08-10 02:28:00+00:00,1979,08,10,10/08/1979,02:28
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­81,StatusRetired,,Success,Russia,Russia,S,1979-07-31 03:56:00+00:00,1979,07,31,31/07/1979,03:56
CASIC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",Feng Bao 1 | Shijian 2A,StatusRetired,,Failure,China,China,S,1979-07-27 21:28:00+00:00,1979,07,27,27/07/1979,21:28
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1116,StatusRetired,,Success,Russia,Russia,S,1979-07-20 11:58:00+00:00,1979,07,20,20/07/1979,11:58
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1114,StatusRetired,,Success,Russia,Russia,S,1979-07-11 15:41:00+00:00,1979,07,11,11/07/1979,15:41
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Cosmos-3M (11K65M) | Cosmos 1112,StatusRetired,,Success,Russia,Russia,S,1979-07-06 08:20:00+00:00,1979,07,06,06/07/1979,08:20
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1110,StatusRetired,,Success,Russia,Russia,S,1979-06-28 20:09:00+00:00,1979,06,28,28/06/1979,20:09
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1109,StatusRetired,,Success,Russia,Russia,S,1979-06-27 18:11:00+00:00,1979,06,27,27/06/1979,18:11
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F Star-37S-ISS | NOAA-A,StatusRetired,,Success,USA,USA,P,1979-06-27 15:51:00+00:00,1979,06,27,27/06/1979,15:51
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan III(23)C | DSP-8,StatusRetired,,Success,USA,USA,P,1979-06-10 13:30:00+00:00,1979,06,10,10/06/1979,13:30
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Cosmos-3M (11K65M) | Bhaskara-1,StatusRetired,,Success,Russia,Russia,S,1979-06-07 00:00:00+00:00,1979,06,07,07/06/1979,00:00
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­80,StatusRetired,,Success,Russia,Russia,S,1979-06-05 23:28:00+00:00,1979,06,05,05/06/1979,23:28
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1104,StatusRetired,,Success,Russia,Russia,S,1979-05-31 17:58:00+00:00,1979,05,31,31/05/1979,17:58
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",Titan III(24)B | OPS 7164,StatusRetired,,Success,USA,USA,S,1979-05-28 18:14:00+00:00,1979,05,28,28/05/1979,18:14
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-SLV3D Centaur-D1AR | FLTSATCOM-2,StatusRetired,,Success,USA,USA,P,1979-05-04 18:57:00+00:00,1979,05,04,04/05/1979,18:57
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1096,StatusRetired,,Success,Kazakhstan,Russia,S,1979-04-25 10:00:00+00:00,1979,04,25,25/04/1979,10:00
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1094,StatusRetired,,Success,Kazakhstan,Russia,S,1979-04-18 12:00:00+00:00,1979,04,18,18/04/1979,12:00
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1093,StatusRetired,,Success,Russia,Russia,S,1979-04-14 05:27:00+00:00,1979,04,14,14/04/1979,05:27
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­79,StatusRetired,,Success,Russia,Russia,S,1979-04-12 00:28:00+00:00,1979,04,12,12/04/1979,00:28
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1092,StatusRetired,,Success,Russia,Russia,S,1979-04-11 21:51:00+00:00,1979,04,11,11/04/1979,21:51
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1091,StatusRetired,,Success,Russia,Russia,S,1979-04-07 06:20:00+00:00,1979,04,07,07/04/1979,06:20
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1089,StatusRetired,,Success,Russia,Russia,S,1979-03-21 04:13:00+00:00,1979,03,21,21/03/1979,04:13
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Titan IIID | KH-9 & SSF-D-3,StatusRetired,,Success,USA,USA,P,1979-03-16 18:30:00+00:00,1979,03,16,16/03/1979,18:30
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1081 to 1088,StatusRetired,,Success,Russia,Russia,S,1979-03-15 02:58:00+00:00,1979,03,15,15/03/1979,02:58
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Meteor-2 n†­5,StatusRetired,,Success,Russia,Russia,S,1979-03-01 18:45:00+00:00,1979,03,01,01/03/1979,18:45
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Intercosmos-19,StatusRetired,,Success,Russia,Russia,S,1979-02-27 00:00:00+00:00,1979,02,27,27/02/1979,00:00
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F OIS | Solwind,StatusRetired,,Success,USA,USA,P,1979-02-24 08:20:00+00:00,1979,02,24,24/02/1979,08:20
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1077,StatusRetired,,Success,Russia,Russia,S,1979-02-13 21:41:00+00:00,1979,02,13,13/02/1979,21:41
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1076,StatusRetired,,Success,Russia,Russia,S,1979-02-12 13:00:00+00:00,1979,02,12,12/02/1979,13:00
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1075,StatusRetired,,Success,Russia,Russia,S,1979-02-08 10:00:00+00:00,1979,02,08,08/02/1979,10:00
MHI,"LA-Y1, Tanegashima Space Center, Japan",N-I Star-37E | Ayame 1,StatusRetired,,Partial Failure,Japan,Japan,P,1979-02-06 08:46:00+00:00,1979,02,06,06/02/1979,08:46
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Vostok-2M | Meteor-Priroda n†­3,StatusRetired,,Success,Kazakhstan,Russia,S,1979-01-25 05:43:00+00:00,1979,01,25,25/01/1979,05:43
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­78,StatusRetired,,Success,Russia,Russia,S,1979-01-18 15:42:00+00:00,1979,01,18,18/01/1979,15:42
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1072,StatusRetired,,Success,Russia,Russia,S,1979-01-16 17:37:00+00:00,1979,01,16,16/01/1979,17:37
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1069,StatusRetired,,Success,Russia,Russia,S,1978-12-28 16:30:00+00:00,1978,12,28,28/12/1978,16:30
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1068,StatusRetired,,Partial Failure,Russia,Russia,S,1978-12-26 15:30:00+00:00,1978,12,26,26/12/1978,15:30
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1067,StatusRetired,,Success,Russia,Russia,S,1978-12-26 13:30:00+00:00,1978,12,26,26/12/1978,13:30
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1066,StatusRetired,,Success,Russia,Russia,S,1978-12-23 00:00:00+00:00,1978,12,23,23/12/1978,00:00
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Cosmos-3M (11K65M) | Cosmos 1065,StatusRetired,,Success,Russia,Russia,S,1978-12-22 22:00:00+00:00,1978,12,22,22/12/1978,22:00
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1064,StatusRetired,,Partial Failure,Russia,Russia,S,1978-12-20 20:43:00+00:00,1978,12,20,20/12/1978,20:43
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1063,StatusRetired,,Success,Russia,Russia,S,1978-12-19 01:35:00+00:00,1978,12,19,19/12/1978,01:35
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1062,StatusRetired,,Success,Russia,Russia,S,1978-12-15 13:19:00+00:00,1978,12,15,15/12/1978,13:19
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1061,StatusRetired,,Success,Russia,Russia,S,1978-12-14 15:20:00+00:00,1978,12,14,14/12/1978,15:20
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan III(23)C | DSCS-II 11&12,StatusRetired,,Success,USA,USA,P,1978-12-14 00:40:00+00:00,1978,12,14,14/12/1978,00:40
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-E/F SGS-1 | GPS-4,StatusRetired,,Success,USA,USA,P,1978-12-11 03:59:00+00:00,1978,12,11,11/12/1978,03:59
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz U | Cosmos 1060,StatusRetired,,Success,Kazakhstan,Russia,S,1978-12-08 09:30:00+00:00,1978,12,08,08/12/1978,09:30
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1059,StatusRetired,,Success,Russia,Russia,S,1978-12-07 15:30:00+00:00,1978,12,07,07/12/1978,15:30
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1051 to 1058,StatusRetired,,Success,Russia,Russia,S,1978-12-05 18:12:00+00:00,1978,12,05,05/12/1978,18:12
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1050,StatusRetired,,Success,Russia,Russia,S,1978-11-28 16:20:00+00:00,1978,11,28,28/11/1978,16:20
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1049,StatusRetired,,Success,Russia,Russia,S,1978-11-21 12:00:00+00:00,1978,11,21,21/11/1978,12:00
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1048,StatusRetired,,Success,Russia,Russia,S,1978-11-16 21:45:00+00:00,1978,11,16,16/11/1978,21:45
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1047,StatusRetired,,Success,Russia,Russia,S,1978-11-15 11:45:00+00:00,1978,11,15,15/11/1978,11:45
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-SLV3D Centaur-D1AR | HEAO-2,StatusRetired,,Success,USA,USA,P,1978-11-13 05:24:00+00:00,1978,11,13,13/11/1978,05:24
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1046,StatusRetired,,Success,Russia,Russia,S,1978-11-01 12:00:00+00:00,1978,11,01,01/11/1978,12:00
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Molniya-M /Block SO-L | Prognoz n†­7,StatusRetired,,Success,Kazakhstan,Russia,S,1978-10-30 00:00:00+00:00,1978,10,30,30/10/1978,00:00
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1045 & Radio 1 and 2,StatusRetired,,Success,Russia,Russia,S,1978-10-26 07:00:00+00:00,1978,10,26,26/10/1978,07:00
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Intercosmos-18 & Magion 1,StatusRetired,,Success,Russia,Russia,S,1978-10-24 00:00:00+00:00,1978,10,24,24/10/1978,00:00
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1044,StatusRetired,,Success,Russia,Russia,S,1978-10-17 15:00:00+00:00,1978,10,17,17/10/1978,15:00
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F Star-37S-ISS | Tiros-N,StatusRetired,,Success,USA,USA,P,1978-10-13 11:23:00+00:00,1978,10,13,13/10/1978,11:23
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­77,StatusRetired,,Success,Russia,Russia,S,1978-10-13 05:19:00+00:00,1978,10,13,13/10/1978,05:19
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1043,StatusRetired,,Success,Russia,Russia,S,1978-10-10 19:44:00+00:00,1978,10,10,10/10/1978,19:44
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-E/F SGS-1 | GPS-3,StatusRetired,,Success,USA,USA,P,1978-10-07 00:28:00+00:00,1978,10,07,07/10/1978,00:28
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1042,StatusRetired,,Success,Russia,Russia,S,1978-10-06 15:30:00+00:00,1978,10,06,06/10/1978,15:30
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1034 to 1041,StatusRetired,,Success,Russia,Russia,S,1978-10-04 03:49:00+00:00,1978,10,04,04/10/1978,03:49
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1033,StatusRetired,,Success,Russia,Russia,S,1978-10-03 11:00:00+00:00,1978,10,03,03/10/1978,11:00
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1032,StatusRetired,,Success,Russia,Russia,S,1978-09-19 08:05:00+00:00,1978,09,19,19/09/1978,08:05
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Mu-III H | Jikiken,StatusRetired,,Success,Japan,Japan,S,1978-09-16 05:00:00+00:00,1978,09,16,16/09/1978,05:00
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1031,StatusRetired,,Success,Russia,Russia,S,1978-09-09 15:00:00+00:00,1978,09,09,09/09/1978,15:00
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1030,StatusRetired,,Success,Russia,Russia,S,1978-09-06 03:04:00+00:00,1978,09,06,06/09/1978,03:04
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1029,StatusRetired,,Success,Russia,Russia,S,1978-08-29 15:00:00+00:00,1978,08,29,29/08/1978,15:00
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­76,StatusRetired,,Success,Russia,Russia,S,1978-08-22 23:47:00+00:00,1978,08,22,22/08/1978,23:47
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-SLV3D Centaur-D1AR | Pioneer Venus Multiprobe,StatusRetired,,Success,USA,USA,P,1978-08-08 07:33:00+00:00,1978,08,08,08/08/1978,07:33
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1028,StatusRetired,,Success,Russia,Russia,S,1978-08-05 15:00:00+00:00,1978,08,05,05/08/1978,15:00
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",Titan III(34)B Agena-D | Quasar 3,StatusRetired,,Success,USA,USA,P,1978-08-05 00:00:00+00:00,1978,08,05,05/08/1978,00:00
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1027,StatusRetired,,Success,Russia,Russia,S,1978-07-27 04:49:00+00:00,1978,07,27,27/07/1978,04:49
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­75,StatusRetired,,Success,Russia,Russia,S,1978-07-14 15:00:00+00:00,1978,07,14,14/07/1978,15:00
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas-SLV3D Centaur-D1AR | Comstar D3,StatusRetired,,Success,USA,USA,P,1978-06-29 22:24:00+00:00,1978,06,29,29/06/1978,22:24
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 1025,StatusRetired,,Success,Russia,Russia,S,1978-06-28 17:35:00+00:00,1978,06,28,28/06/1978,17:35
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 1024,StatusRetired,,Success,Russia,Russia,S,1978-06-28 02:58:00+00:00,1978,06,28,28/06/1978,02:58
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",Atlas-E/F Agena D | Seasat,StatusRetired,,Success,USA,USA,P,1978-06-27 01:12:00+00:00,1978,06,27,27/06/1978,01:12
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1023,StatusRetired,,Success,Russia,Russia,S,1978-06-21 09:27:00+00:00,1978,06,21,21/06/1978,09:27
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",Titan IIID | KH-11,StatusRetired,,Success,USA,USA,P,1978-06-14 18:28:00+00:00,1978,06,14,14/06/1978,18:28
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1022,StatusRetired,,Success,Russia,Russia,S,1978-06-12 10:30:00+00:00,1978,06,12,12/06/1978,10:30
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan III(23)C | OPS-9454 (vortex),StatusRetired,,Success,USA,USA,P,1978-06-10 19:08:00+00:00,1978,06,10,10/06/1978,19:08
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz U | Cosmos 1021,StatusRetired,,Success,Kazakhstan,Russia,S,1978-06-10 08:35:00+00:00,1978,06,10,10/06/1978,08:35
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1013 to 1020,StatusRetired,,Success,Russia,Russia,S,1978-06-07 22:00:00+00:00,1978,06,07,07/06/1978,22:00
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1 n†­74,StatusRetired,,Success,Russia,Russia,S,1978-06-02 12:12:00+00:00,1978,06,02,02/06/1978,12:12
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1011,StatusRetired,,Success,Russia,Russia,S,1978-05-23 16:57:00+00:00,1978,05,23,23/05/1978,16:57
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1010,StatusRetired,,Success,Russia,Russia,S,1978-05-23 07:30:00+00:00,1978,05,23,23/05/1978,07:30
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas-SLV3D Centaur-D1AR | Pioneer Venus Orbiter,StatusRetired,,Success,USA,USA,P,1978-05-20 13:13:00+00:00,1978,05,20,20/05/1978,13:13
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 1009,StatusRetired,,Success,Kazakhstan,Russia,S,1978-05-19 00:21:00+00:00,1978,05,19,19/05/1978,00:21
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1008,StatusRetired,,Success,Russia,Russia,S,1978-05-17 14:39:00+00:00,1978,05,17,17/05/1978,14:39
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1007,StatusRetired,,Success,Russia,Russia,S,1978-05-16 10:40:00+00:00,1978,05,16,16/05/1978,10:40
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",Atlas-E/F SGS-1 | GPS-2,StatusRetired,,Success,USA,USA,P,1978-05-13 10:34:00+00:00,1978,05,13,13/05/1978,10:34
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 1006,StatusRetired,,Success,Russia,Russia,S,1978-05-12 11:00:00+00:00,1978,05,12,12/05/1978,11:00
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Vostok-2M | Cosmos 1005,StatusRetired,,Success,Russia,Russia,S,1978-05-12 04:07:00+00:00,1978,05,12,12/05/1978,04:07
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1004,StatusRetired,,Success,Russia,Russia,S,1978-05-05 15:30:00+00:00,1978,05,05,05/05/1978,15:30
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz U | Cosmos 1003,StatusRetired,,Success,Russia,Russia,S,1978-04-20 15:30:00+00:00,1978,04,20,20/04/1978,15:30
CASIC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",Feng Bao 1 | DDDS 2,StatusRetired,,Success,China,China,S,1978-04-15 16:39:00+00:00,1978,04,15,15/04/1978,16:39
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",Atlas-SLV3A Agena-D | OPS-8790 (Aquacade-4),StatusRetired,,Success,USA,USA,P,1978-04-07 00:45:00+00:00,1978,04,07,07/04/1978,00:45
