L_Id,Date of Creation,Agent Category Assigned,Type of Request,Description of the Request,Location,Street Type,Region Type,Ward No,Estimated Date of Completion,Request Solution Category,Actual Date of Completion,Team Assigned,A_1,A_2,Problem Category
LM_3079,08-12-2018 23:16,1,2,27,13,10467,0,6,09-12-2018 08:16,4,10-12-2018 02:53,48,0,0,1
LM_3080,16-12-2018 16:09,1,3,41,13,11102,0,1,17-12-2018 01:09,7,16-12-2018 18:53,4,3,3,1
LM_3081,21-12-2018 16:37,1,8,25,12,10012,0,30,22-12-2018 01:37,4,22-12-2018 07:37,8,2,2,1
LM_3082,03-12-2018 03:42,1,14,22,13,11237,0,7,03-12-2018 12:42,8,03-12-2018 07:43,17,1,1,1
LM_3083,23-12-2018 20:40,1,2,27,13,11210,0,7,24-12-2018 05:40,10,24-12-2018 01:03,59,1,1,1
LM_3084,23-12-2018 19:18,1,14,23,13,11225,0,7,24-12-2018 04:18,7,23-12-2018 22:18,37,1,1,1
LM_3085,18-05-2018 22:48,1,15,6,13,,4,31,19-05-2018 07:48,12,,0,5,5,2
LM_3086,01-12-2018 12:37,1,2,27,13,10470,0,6,01-12-2018 21:37,8,02-12-2018 02:24,48,0,0,1
LM_3087,13-12-2018 00:14,1,10,30,13,11214,0,7,13-12-2018 09:14,7,13-12-2018 04:09,45,1,1,1
LM_3088,03-12-2018 04:42,1,10,34,13,11208,2,34,03-12-2018 13:42,6,03-12-2018 09:30,23,3,3,1
LM_3089,23-12-2018 17:40,1,12,23,5,11421,2,48,24-12-2018 02:40,8,23-12-2018 19:05,39,3,3,1
LM_3090,30-12-2018 20:58,1,2,27,13,10462,0,6,31-12-2018 05:58,2,30-12-2018 23:54,44,0,0,1
LM_3091,09-12-2018 10:31,1,2,31,13,11432,0,23,09-12-2018 19:31,8,09-12-2018 16:31,35,3,3,1
LM_3092,07-12-2018 12:47,1,3,41,13,11411,0,8,07-12-2018 21:47,7,08-12-2018 12:46,53,3,3,1
LM_3093,17-12-2018 16:41,1,10,14,13,10040,2,30,18-12-2018 01:41,8,18-12-2018 04:01,50,2,2,1
LM_3094,16-12-2018 08:35,1,10,34,13,11211,0,7,16-12-2018 17:35,7,16-12-2018 21:26,2,1,1,1
LM_3095,17-12-2018 19:03,1,2,31,13,10462,0,6,18-12-2018 04:03,6,18-12-2018 06:55,44,0,0,1
LM_3096,11-12-2018 20:25,1,11,5,12,10016,0,30,12-12-2018 05:25,6,11-12-2018 22:04,26,2,2,1
LM_3097,26-12-2018 13:48,1,1,25,13,10033,0,30,26-12-2018 22:48,4,26-12-2018 16:22,50,2,2,1
LM_3098,05-12-2018 01:58,1,2,27,13,11219,0,7,05-12-2018 10:58,4,05-12-2018 03:20,49,1,1,1
LM_3099,11-12-2018 22:49,1,10,10,13,11230,0,7,12-12-2018 07:49,10,12-12-2018 00:01,49,1,1,1
LM_3100,05-12-2018 03:16,1,11,22,0,11223,2,7,05-12-2018 12:16,6,05-12-2018 06:41,45,1,1,1
LM_3101,29-12-2018 10:11,1,2,27,13,11207,0,7,29-12-2018 19:11,8,29-12-2018 15:31,21,1,1,1
LM_3102,13-12-2018 09:27,1,2,27,13,11218,0,7,13-12-2018 18:27,15,13-12-2018 10:35,49,1,1,1
LM_3103,21-12-2018 12:28,1,10,37,13,11385,0,38,21-12-2018 21:28,4,21-12-2018 14:47,23,3,3,1
LM_3104,10-06-2018 20:07,1,10,14,13,,4,31,11-06-2018 05:07,12,,0,5,5,2
LM_3105,03-12-2018 10:57,1,10,3,13,10017,0,30,03-12-2018 19:57,8,03-12-2018 14:39,26,2,2,1
LM_3106,17-12-2018 19:38,1,10,3,13,10034,2,30,18-12-2018 04:38,8,18-12-2018 04:01,50,2,2,1
LM_3107,03-12-2018 08:31,1,10,10,13,11411,2,8,03-12-2018 17:31,4,04-12-2018 18:04,53,3,3,1
LM_3108,12-12-2018 03:39,1,11,22,12,11368,0,11,12-12-2018 12:39,7,12-12-2018 05:45,19,3,3,1
LM_3109,11-12-2018 11:14,1,2,31,13,11213,0,7,11-12-2018 20:14,2,11-12-2018 13:20,33,1,1,1
LM_3110,04-12-2018 10:10,1,0,28,9,10451,0,6,04-12-2018 19:10,11,04-12-2018 13:46,11,0,0,1
LM_3111,30-12-2018 17:14,1,10,3,13,10033,0,30,31-12-2018 02:14,7,30-12-2018 22:06,50,2,2,1
LM_3112,21-12-2018 12:05,1,2,27,13,11104,0,46,21-12-2018 21:05,8,21-12-2018 15:45,9,3,3,1
LM_3113,21-12-2018 13:45,1,2,27,13,11373,0,13,21-12-2018 22:45,7,21-12-2018 16:26,19,3,3,1
LM_3114,11-12-2018 00:12,1,11,22,12,10034,3,30,11-12-2018 09:12,7,11-12-2018 05:54,3,2,2,1
LM_3115,28-12-2018 19:27,1,10,15,13,10467,0,6,29-12-2018 04:27,10,30-12-2018 12:38,48,0,0,1
LM_3116,08-12-2018 08:47,1,10,34,13,10467,3,6,08-12-2018 17:47,4,08-12-2018 11:32,28,0,0,1
LM_3117,18-12-2018 10:41,1,10,34,13,11207,1,7,18-12-2018 19:41,4,18-12-2018 17:27,21,1,1,1
LM_3118,09-12-2018 23:48,1,14,22,13,10026,0,30,10-12-2018 08:48,6,10-12-2018 01:00,42,2,2,1
LM_3119,23-12-2018 13:12,1,20,20,13,10012,0,30,23-12-2018 22:12,8,23-12-2018 15:12,8,2,2,1
LM_3120,18-12-2018 12:30,1,10,2,13,11225,0,7,18-12-2018 21:30,7,18-12-2018 15:30,37,1,1,1
LM_3121,03-12-2018 16:18,1,10,34,13,11219,0,7,04-12-2018 01:18,2,03-12-2018 23:21,49,1,1,1
LM_3122,17-12-2018 00:31,1,10,30,13,10027,0,30,17-12-2018 09:31,8,17-12-2018 02:36,42,2,2,1
LM_3123,01-12-2018 21:56,1,11,22,12,10470,0,6,02-12-2018 06:56,8,02-12-2018 02:26,48,0,0,1
LM_3124,06-12-2018 13:24,1,10,34,13,11220,0,7,06-12-2018 22:24,8,07-12-2018 03:42,29,1,1,1
LM_3125,16-12-2018 11:53,1,10,34,13,10314,0,45,16-12-2018 20:53,6,16-12-2018 13:19,10,4,4,1
LM_3126,11-12-2018 01:05,1,14,22,13,11208,0,7,11-12-2018 10:05,8,11-12-2018 08:35,21,1,1,1
LM_3127,18-12-2018 20:31,1,3,41,13,11421,0,48,19-12-2018 05:31,10,18-12-2018 21:48,39,3,3,1
LM_3128,27-12-2018 18:31,1,3,41,13,11414,1,21,28-12-2018 03:31,10,28-12-2018 09:54,43,3,3,1
LM_3129,27-12-2018 23:13,1,2,27,13,11418,0,37,28-12-2018 08:13,6,28-12-2018 01:27,39,3,3,1
LM_3130,20-12-2018 17:12,1,10,3,13,10032,0,30,21-12-2018 02:12,4,20-12-2018 21:04,50,2,2,1
LM_3131,22-12-2018 02:52,1,2,27,13,11213,0,7,22-12-2018 11:52,4,22-12-2018 06:08,33,1,1,1
LM_3132,27-12-2018 22:13,1,2,27,13,10305,0,45,28-12-2018 07:13,2,28-12-2018 05:27,5,4,4,1
LM_3133,26-12-2018 04:03,1,11,22,0,11238,0,7,26-12-2018 13:03,7,26-12-2018 05:58,33,1,1,1
LM_3134,20-12-2018 10:20,1,10,34,13,11101,1,26,20-12-2018 19:20,6,20-12-2018 15:24,4,3,3,1
LM_3135,28-12-2018 11:14,1,10,15,13,10031,1,30,28-12-2018 20:14,7,28-12-2018 12:40,38,2,2,1
LM_3136,14-12-2018 02:54,1,11,22,12,10002,0,30,14-12-2018 11:54,8,14-12-2018 05:51,13,2,2,1
LM_3137,10-12-2018 10:58,1,18,9,13,10006,2,30,10-12-2018 19:58,7,10-12-2018 12:56,3,2,2,1
LM_3138,19-12-2018 21:50,1,10,2,13,11385,2,38,20-12-2018 06:50,8,20-12-2018 06:50,23,3,3,1
LM_3139,28-12-2018 23:29,1,10,10,13,11354,0,16,29-12-2018 08:29,8,29-12-2018 06:19,31,3,3,1
LM_3140,14-12-2018 04:42,1,2,27,13,10461,0,6,14-12-2018 13:42,4,14-12-2018 12:50,44,0,0,1
LM_3141,15-12-2018 20:37,1,3,41,13,11211,0,7,16-12-2018 05:37,15,15-12-2018 23:11,2,1,1,1
LM_3142,17-12-2018 10:28,1,10,3,13,11211,0,7,17-12-2018 19:28,7,17-12-2018 15:39,2,1,1,1
LM_3143,06-12-2018 01:12,1,10,10,13,11436,2,23,06-12-2018 10:12,7,06-12-2018 08:41,51,3,3,1
LM_3144,23-12-2018 22:08,1,2,27,13,11230,0,7,24-12-2018 07:08,2,24-12-2018 18:06,54,1,1,1
LM_3145,30-12-2018 01:25,1,2,31,13,11214,0,7,30-12-2018 10:25,4,30-12-2018 06:35,52,1,1,1
LM_3146,06-12-2018 17:59,1,2,31,13,11204,0,7,07-12-2018 02:59,4,06-12-2018 22:58,49,1,1,1
LM_3147,16-12-2018 23:14,1,10,10,13,11374,0,36,17-12-2018 08:14,6,17-12-2018 00:19,27,3,3,1
LM_3148,12-12-2018 10:52,1,10,2,13,11104,2,46,12-12-2018 19:52,8,13-12-2018 04:48,9,3,3,1
LM_3149,16-12-2018 04:49,1,13,23,7,11203,2,7,16-12-2018 13:49,7,16-12-2018 09:12,37,1,1,1
LM_3150,13-12-2018 12:31,1,2,27,13,11368,0,11,13-12-2018 21:31,8,13-12-2018 16:34,19,3,3,1
LM_3151,28-12-2018 09:10,1,2,27,13,11219,0,7,28-12-2018 18:10,7,28-12-2018 17:22,41,1,1,1
LM_3152,25-12-2018 00:13,1,2,31,13,10460,0,6,25-12-2018 09:13,8,25-12-2018 02:38,44,0,0,1
LM_3153,21-12-2018 09:35,1,3,41,13,10306,0,45,21-12-2018 18:35,6,21-12-2018 10:46,10,4,4,1
LM_3154,11-12-2018 22:29,1,17,40,13,10312,0,45,12-12-2018 07:29,6,12-12-2018 00:12,15,4,4,1
LM_3155,12-12-2018 18:29,1,15,6,13,11375,0,17,13-12-2018 03:29,8,12-12-2018 23:46,27,3,3,1
LM_3156,05-12-2018 01:16,1,10,2,13,11370,0,12,05-12-2018 10:16,4,05-12-2018 15:25,14,3,3,1
LM_3157,09-08-2018 22:25,1,3,41,13,,4,31,10-08-2018 07:25,12,,0,5,5,2
LM_3158,12-12-2018 08:59,1,10,2,13,11385,0,38,12-12-2018 17:59,7,12-12-2018 15:16,23,3,3,1
LM_3159,10-12-2018 00:46,1,17,40,13,10312,0,45,10-12-2018 09:46,10,10-12-2018 05:43,15,4,4,1
LM_3160,20-12-2018 11:03,1,3,41,13,10306,0,45,20-12-2018 20:03,10,20-12-2018 18:48,10,4,4,1
LM_3161,30-12-2018 20:19,1,10,34,13,10033,0,30,31-12-2018 05:19,4,30-12-2018 22:01,50,2,2,1
LM_3162,23-12-2018 23:16,1,11,22,0,11106,0,1,24-12-2018 08:16,8,24-12-2018 01:57,4,3,3,1
LM_3163,17-12-2018 17:56,1,10,3,13,,4,31,18-12-2018 02:56,12,,0,5,5,2
LM_3164,22-12-2018 23:26,1,3,41,13,10305,0,45,23-12-2018 08:26,6,24-12-2018 16:59,10,4,4,1
LM_3165,10-12-2018 16:56,1,11,22,12,10016,0,30,11-12-2018 01:56,8,10-12-2018 20:19,26,2,2,1
LM_3166,30-12-2018 12:27,1,10,34,13,10014,2,30,30-12-2018 21:27,7,30-12-2018 15:10,8,2,2,1
LM_3167,18-07-2018 02:55,1,2,31,13,,4,31,18-07-2018 11:55,13,,0,5,5,2
LM_3168,02-12-2018 14:23,1,2,27,13,11226,0,7,02-12-2018 23:23,6,03-12-2018 07:32,58,1,1,1
LM_3169,21-12-2018 12:16,1,14,23,13,10472,0,6,21-12-2018 21:16,6,21-12-2018 15:40,36,0,0,1
LM_3170,17-12-2018 10:07,1,10,2,13,11417,2,33,17-12-2018 19:07,4,17-12-2018 17:19,43,3,3,1
LM_3171,19-12-2018 12:25,1,2,27,13,11205,0,7,19-12-2018 21:25,7,19-12-2018 15:42,7,1,1,1
LM_3172,10-12-2018 21:42,1,2,27,13,10461,0,6,11-12-2018 06:42,4,11-12-2018 06:10,44,0,0,1
LM_3173,02-12-2018 14:29,1,3,41,13,11413,2,44,02-12-2018 23:29,8,03-12-2018 00:27,53,3,3,1
LM_3174,10-12-2018 23:05,1,11,23,12,10010,0,30,11-12-2018 08:05,15,11-12-2018 02:14,22,2,2,1
LM_3175,10-12-2018 22:20,1,10,10,13,10314,0,45,11-12-2018 07:20,7,11-12-2018 00:53,10,4,4,1
LM_3176,26-12-2018 11:58,1,10,34,13,10018,0,30,26-12-2018 20:58,4,26-12-2018 15:18,22,2,2,1
LM_3177,23-12-2018 12:13,1,5,38,0,10468,2,6,23-12-2018 21:13,7,25-12-2018 09:27,28,0,0,1
LM_3178,21-12-2018 11:39,1,2,31,13,11235,0,7,21-12-2018 20:39,4,21-12-2018 16:17,52,1,1,1
LM_3179,12-12-2018 14:09,1,2,27,13,11355,0,16,12-12-2018 23:09,7,12-12-2018 16:35,31,3,3,1
LM_3180,04-04-2018 19:01,1,14,22,13,,4,31,05-04-2018 04:01,12,,0,5,5,2
LM_3181,04-12-2018 18:05,1,10,14,13,10036,0,30,05-12-2018 03:05,8,04-12-2018 20:19,18,2,2,1
LM_3182,19-08-2018 19:17,1,10,14,13,,4,31,20-08-2018 04:17,12,,0,5,5,0
LM_3183,15-12-2018 14:27,1,10,3,13,10302,0,45,15-12-2018 23:27,7,15-12-2018 17:03,5,4,4,1
LM_3184,28-04-2018 23:39,1,3,41,13,,4,31,29-04-2018 08:39,12,,0,5,5,2
LM_3185,16-05-2018 01:44,1,14,22,13,,4,31,16-05-2018 10:44,12,,0,5,5,0
LM_3186,29-12-2018 08:10,1,2,27,13,11210,0,7,29-12-2018 17:10,4,29-12-2018 15:38,54,1,1,1
LM_3187,18-12-2018 02:16,1,11,22,0,11433,0,23,18-12-2018 11:16,8,18-12-2018 04:51,51,3,3,1
LM_3188,05-12-2018 05:17,1,15,6,13,10468,2,6,05-12-2018 14:17,8,05-12-2018 07:58,28,0,0,1
LM_3189,11-12-2018 22:52,1,15,5,13,11105,0,1,12-12-2018 07:52,8,12-12-2018 00:19,4,3,3,1
LM_3190,18-04-2018 21:56,1,10,34,13,,4,31,19-04-2018 06:56,12,,0,5,5,2
LM_3191,03-12-2018 02:26,1,3,41,13,11203,3,7,03-12-2018 11:26,10,03-12-2018 05:45,2,1,1,1
LM_3192,02-12-2018 09:30,1,2,31,13,11236,0,7,02-12-2018 18:30,6,02-12-2018 12:26,59,1,1,1
LM_3193,30-12-2018 23:33,1,2,27,13,11368,0,11,31-12-2018 08:33,8,31-12-2018 01:17,14,3,3,1
LM_3194,05-12-2018 08:08,1,10,34,13,11219,0,7,05-12-2018 17:08,7,05-12-2018 09:57,49,1,1,1
LM_3195,19-12-2018 17:39,1,10,14,13,10473,0,6,20-12-2018 02:39,4,19-12-2018 20:37,36,0,0,1
LM_3196,03-12-2018 08:12,1,3,41,13,10304,0,45,03-12-2018 17:12,7,03-12-2018 13:49,5,4,4,1
LM_3197,11-12-2018 19:37,1,2,27,13,11203,0,7,12-12-2018 04:37,2,11-12-2018 21:34,58,1,1,1
LM_3198,28-12-2018 23:52,1,2,27,13,11372,0,22,29-12-2018 08:52,6,29-12-2018 01:05,14,3,3,1
LM_3199,14-12-2018 10:00,1,10,2,13,11220,0,7,14-12-2018 19:00,8,14-12-2018 17:59,29,1,1,1
LM_3200,17-12-2018 23:39,1,10,2,13,11209,0,7,18-12-2018 08:39,7,18-12-2018 01:02,41,1,1,1
LM_3201,03-12-2018 18:38,1,2,27,13,11103,0,1,04-12-2018 03:38,4,03-12-2018 21:19,4,3,3,1
LM_3202,05-12-2018 15:37,1,13,22,7,11230,0,7,06-12-2018 00:37,6,05-12-2018 16:59,49,1,1,1
LM_3203,22-12-2018 21:37,1,2,31,13,11219,0,7,23-12-2018 06:37,6,23-12-2018 00:54,45,1,1,1
LM_3204,20-12-2018 20:29,1,2,27,13,11368,0,11,21-12-2018 05:29,8,21-12-2018 01:21,19,3,3,1
LM_3205,14-12-2018 19:42,1,3,41,13,11226,2,7,15-12-2018 04:42,6,16-12-2018 09:49,54,1,1,1
LM_3206,01-12-2018 02:38,1,11,22,0,10002,0,30,01-12-2018 11:38,7,01-12-2018 05:04,13,2,2,1
LM_3207,07-12-2018 19:13,1,2,31,13,11206,0,7,08-12-2018 04:13,8,08-12-2018 04:01,2,1,1,1
LM_3208,23-12-2018 11:20,1,10,34,13,11209,0,7,23-12-2018 20:20,7,23-12-2018 17:15,41,1,1,1
LM_3209,01-12-2018 16:55,1,10,2,13,11358,0,16,02-12-2018 01:55,8,02-12-2018 03:48,47,3,3,1
LM_3210,11-12-2018 00:12,1,10,15,13,10032,1,30,11-12-2018 09:12,8,11-12-2018 02:35,50,2,2,1
LM_3211,02-12-2018 09:46,1,10,2,13,11228,0,7,02-12-2018 18:46,2,02-12-2018 13:05,41,1,1,1
LM_3212,22-12-2018 20:16,1,10,2,13,11385,0,38,23-12-2018 05:16,2,23-12-2018 04:32,23,3,3,1
LM_3213,01-12-2018 10:13,1,3,41,13,11225,0,7,01-12-2018 19:13,7,01-12-2018 12:19,37,1,1,1
LM_3214,09-12-2018 09:27,1,10,34,13,11217,1,7,09-12-2018 18:27,4,09-12-2018 12:23,25,1,1,1
LM_3215,25-12-2018 21:14,1,10,14,13,11434,2,23,26-12-2018 06:14,4,25-12-2018 22:46,51,3,3,1
LM_3216,18-12-2018 18:12,1,10,2,13,10306,0,45,19-12-2018 03:12,4,18-12-2018 22:52,15,4,4,1
LM_3217,16-05-2018 01:26,1,2,31,13,,4,31,16-05-2018 10:26,13,,0,5,5,0
LM_3218,24-12-2018 15:02,1,10,2,13,11219,0,7,25-12-2018 00:02,4,24-12-2018 20:40,49,1,1,1
LM_3219,26-12-2018 11:27,1,2,27,13,11208,0,7,26-12-2018 20:27,4,26-12-2018 18:07,21,1,1,1
LM_3220,03-12-2018 04:42,1,15,17,13,10010,2,30,03-12-2018 13:42,8,03-12-2018 07:13,26,2,2,1
LM_3221,27-12-2018 21:37,1,10,34,13,11205,0,7,28-12-2018 06:37,4,28-12-2018 01:16,12,1,1,1
LM_3222,11-12-2018 13:29,1,2,27,13,11203,0,7,11-12-2018 22:29,2,11-12-2018 17:08,58,1,1,1
LM_3223,05-12-2018 22:52,1,14,22,13,10003,2,30,06-12-2018 07:52,8,06-12-2018 02:46,13,2,2,1
LM_3224,27-04-2018 11:33,1,10,34,13,,4,31,27-04-2018 20:33,12,,0,5,5,2
LM_3225,18-12-2018 11:31,1,2,27,13,11379,0,28,18-12-2018 20:31,4,18-12-2018 14:38,23,3,3,1
LM_3226,16-12-2018 08:25,1,10,2,13,11216,0,7,16-12-2018 17:25,4,16-12-2018 13:23,33,1,1,1
LM_3227,21-12-2018 17:25,1,2,27,13,11373,0,13,22-12-2018 02:25,4,21-12-2018 20:05,19,3,3,1
LM_3228,02-12-2018 00:19,1,14,22,13,10002,0,30,02-12-2018 09:19,7,02-12-2018 02:32,13,2,2,1
LM_3229,14-12-2018 10:58,1,2,27,13,11203,0,7,14-12-2018 19:58,2,14-12-2018 17:33,58,1,1,1
LM_3230,19-12-2018 11:26,1,2,31,13,11362,0,25,19-12-2018 20:26,4,19-12-2018 13:42,47,3,3,1
LM_3231,19-12-2018 02:00,1,10,2,13,11374,2,36,19-12-2018 11:00,7,19-12-2018 04:43,27,3,3,1
LM_3232,10-12-2018 10:22,1,10,34,13,10024,2,30,10-12-2018 19:22,8,10-12-2018 12:14,30,2,2,1
LM_3233,04-12-2018 04:55,1,15,6,13,11249,0,7,04-12-2018 13:55,4,04-12-2018 09:22,2,1,1,1
LM_3234,09-12-2018 15:34,1,3,41,13,11102,0,1,10-12-2018 00:34,7,10-12-2018 00:27,4,3,3,1
LM_3235,01-12-2018 22:58,1,2,27,13,11358,0,16,02-12-2018 07:58,2,02-12-2018 00:32,47,3,3,1
LM_3236,15-12-2018 22:36,1,14,23,13,10032,2,30,16-12-2018 07:36,8,16-12-2018 01:29,50,2,2,1
LM_3237,09-12-2018 00:33,1,11,23,12,10472,0,6,09-12-2018 09:33,8,09-12-2018 02:44,36,0,0,1
LM_3238,21-12-2018 00:18,1,11,22,12,10012,0,30,21-12-2018 09:18,8,21-12-2018 02:40,8,2,2,1
LM_3239,25-12-2018 19:35,1,11,22,12,11205,0,7,26-12-2018 04:35,8,26-12-2018 01:12,7,1,1,1
LM_3240,05-12-2018 11:23,1,2,27,13,11368,0,11,05-12-2018 20:23,2,05-12-2018 15:20,14,3,3,1
LM_3241,01-12-2018 08:55,1,10,34,13,11435,0,23,01-12-2018 17:55,10,01-12-2018 13:32,51,3,3,1
LM_3242,30-12-2018 09:30,1,11,1,12,10463,0,6,30-12-2018 18:30,8,30-12-2018 15:59,32,0,0,1
LM_3243,11-12-2018 00:48,1,17,40,13,10312,0,45,11-12-2018 09:48,6,11-12-2018 02:24,15,4,4,1
LM_3244,21-12-2018 21:54,1,10,10,13,11233,0,7,22-12-2018 06:54,10,21-12-2018 23:47,57,1,1,1
LM_3245,04-12-2018 16:06,1,2,31,13,11103,0,1,05-12-2018 01:06,7,05-12-2018 02:36,4,3,3,1
LM_3246,12-12-2018 22:28,1,10,2,13,11209,0,7,13-12-2018 07:28,6,13-12-2018 02:49,41,1,1,1
LM_3247,10-12-2018 23:12,1,14,22,13,11419,0,43,11-12-2018 08:12,6,11-12-2018 10:01,43,3,3,1
LM_3248,22-12-2018 11:11,1,2,27,13,11219,0,7,22-12-2018 20:11,15,22-12-2018 20:40,49,1,1,1
LM_3249,20-12-2018 23:26,1,2,27,13,11221,0,7,21-12-2018 08:26,8,21-12-2018 02:46,12,1,1,1
LM_3250,14-12-2018 20:47,1,2,27,13,11368,0,11,15-12-2018 05:47,7,14-12-2018 23:37,14,3,3,1
LM_3251,08-12-2018 11:32,1,10,3,13,11201,0,7,08-12-2018 20:32,8,08-12-2018 16:04,7,1,1,1
LM_3252,14-12-2018 11:32,1,3,41,13,11434,0,23,14-12-2018 20:32,6,16-12-2018 14:03,53,3,3,1
LM_3253,12-12-2018 19:33,1,11,22,12,10034,0,30,13-12-2018 04:33,8,13-12-2018 01:04,50,2,2,1
LM_3254,19-12-2018 07:55,1,2,31,13,10314,0,45,19-12-2018 16:55,8,19-12-2018 10:05,10,4,4,1
LM_3255,24-12-2018 05:51,1,10,10,13,,4,31,24-12-2018 14:51,12,,0,5,5,0
LM_3256,18-12-2018 19:31,1,10,34,13,11230,0,7,19-12-2018 04:31,8,19-12-2018 13:41,54,1,1,1
LM_3257,12-12-2018 12:34,1,10,34,13,10017,0,30,12-12-2018 21:34,8,12-12-2018 15:30,26,2,2,1
LM_3258,28-12-2018 22:14,1,2,27,13,10462,0,6,29-12-2018 07:14,4,29-12-2018 06:03,44,0,0,1
LM_3259,15-12-2018 06:19,1,11,1,12,10472,0,6,15-12-2018 15:19,8,15-12-2018 08:16,36,0,0,1
LM_3260,11-12-2018 22:23,1,15,5,13,10016,2,30,12-12-2018 07:23,8,11-12-2018 23:59,22,2,2,1
LM_3261,28-12-2018 05:32,1,14,23,13,10027,0,30,28-12-2018 14:32,8,28-12-2018 09:10,42,2,2,1
LM_3262,27-12-2018 20:37,1,2,27,13,10453,0,6,28-12-2018 05:37,4,28-12-2018 06:20,20,0,0,1
LM_3263,11-12-2018 03:11,1,14,23,13,10003,0,30,11-12-2018 12:11,6,11-12-2018 04:29,13,2,2,1
LM_3264,12-12-2018 19:49,1,10,3,13,11208,0,7,13-12-2018 04:49,4,12-12-2018 22:01,21,1,1,1
LM_3265,06-12-2018 12:21,1,10,34,13,10034,0,30,06-12-2018 21:21,4,06-12-2018 19:27,50,2,2,1
LM_3266,25-12-2018 23:05,1,11,22,12,10036,0,30,26-12-2018 08:05,8,26-12-2018 00:51,22,2,2,1
LM_3267,20-12-2018 14:00,1,2,27,13,11420,0,42,20-12-2018 23:00,6,20-12-2018 22:08,43,3,3,1
LM_3268,14-12-2018 04:31,1,10,34,13,10462,0,6,14-12-2018 13:31,4,14-12-2018 12:51,44,0,0,1
LM_3269,30-12-2018 00:15,1,14,22,13,11216,0,7,30-12-2018 09:15,7,30-12-2018 04:53,12,1,1,1
LM_3270,22-12-2018 09:59,1,10,3,13,10040,0,30,22-12-2018 18:59,8,22-12-2018 18:27,50,2,2,1
LM_3271,11-12-2018 00:08,1,10,2,13,11377,0,49,11-12-2018 09:08,2,11-12-2018 04:53,23,3,3,1
LM_3272,20-12-2018 11:26,1,8,25,13,11217,1,7,20-12-2018 20:26,8,20-12-2018 19:52,25,1,1,1
LM_3273,03-12-2018 23:26,1,0,26,10,10014,0,30,04-12-2018 08:26,8,04-12-2018 01:46,8,2,2,1
LM_3274,26-12-2018 01:07,1,10,2,13,10307,0,45,26-12-2018 10:07,8,26-12-2018 05:11,15,4,4,1
LM_3275,08-12-2018 12:45,1,10,34,13,11101,1,26,08-12-2018 21:45,8,09-12-2018 00:38,9,3,3,1
LM_3276,10-12-2018 22:40,1,14,22,13,10468,0,6,11-12-2018 07:40,8,11-12-2018 06:54,28,0,0,1
LM_3277,23-12-2018 21:44,1,14,22,13,11221,0,7,24-12-2018 06:44,7,23-12-2018 23:22,12,1,1,1
LM_3278,13-05-2018 20:17,1,14,22,13,,4,31,14-05-2018 05:17,12,,0,5,5,2
LM_3279,25-12-2018 00:07,1,10,10,13,11105,0,1,25-12-2018 09:07,2,25-12-2018 04:06,4,3,3,1
LM_3280,12-12-2018 09:37,1,2,31,13,11207,0,7,12-12-2018 18:37,2,12-12-2018 12:25,21,1,1,1
LM_3281,19-12-2018 01:48,1,11,22,0,10032,0,30,19-12-2018 10:48,8,19-12-2018 05:19,50,2,2,1
LM_3282,11-12-2018 05:08,1,14,23,13,10032,0,30,11-12-2018 14:08,8,11-12-2018 08:09,50,2,2,1
LM_3283,03-12-2018 11:49,1,2,27,13,11221,0,7,03-12-2018 20:49,4,03-12-2018 19:23,12,1,1,1
LM_3284,03-12-2018 03:03,1,2,27,13,11218,0,7,03-12-2018 12:03,4,03-12-2018 05:58,49,1,1,1
LM_3285,02-12-2018 11:28,1,3,41,13,10128,0,30,02-12-2018 20:28,8,02-12-2018 12:56,34,2,2,1
LM_3286,27-12-2018 22:17,1,2,27,13,11215,0,7,28-12-2018 07:17,8,28-12-2018 01:05,25,1,1,1
LM_3287,03-12-2018 01:37,1,15,17,13,11225,0,7,03-12-2018 10:37,7,03-12-2018 07:13,37,1,1,1
LM_3288,17-12-2018 14:23,1,11,22,12,10018,2,30,17-12-2018 23:23,6,17-12-2018 20:09,22,2,2,1
LM_3289,29-12-2018 00:27,1,17,40,13,10312,0,45,29-12-2018 09:27,6,29-12-2018 01:42,15,4,4,1
LM_3290,16-12-2018 07:42,1,14,22,13,10011,0,30,16-12-2018 16:42,2,16-12-2018 09:27,18,2,2,1
LM_3291,11-12-2018 08:58,1,2,31,13,11223,0,7,11-12-2018 17:58,2,11-12-2018 11:05,45,1,1,1
LM_3292,19-12-2018 19:53,1,2,27,13,11417,0,33,20-12-2018 04:53,8,20-12-2018 02:59,43,3,3,1
LM_3293,20-05-2018 09:22,1,2,31,13,,4,31,20-05-2018 18:22,13,,0,5,5,0
LM_3294,05-12-2018 03:01,1,5,38,0,10304,0,45,05-12-2018 12:01,8,05-12-2018 09:05,5,4,4,1
LM_3295,11-12-2018 23:55,1,11,22,0,11209,2,7,12-12-2018 08:55,8,12-12-2018 02:13,41,1,1,1
LM_3296,26-12-2018 13:17,1,10,34,13,10031,0,30,26-12-2018 22:17,2,26-12-2018 16:32,38,2,2,1
LM_3297,11-12-2018 15:22,1,10,37,13,10019,0,30,12-12-2018 00:22,8,11-12-2018 22:35,18,2,2,1
